#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_037152355.1.fna	JBBCMJ010000002.1	79032	79535	+	(hcp/tssD)	1-504/504	===============	0/0	100.00	87.50	VFG051046(gb|WP_000653195.1)	type	VI secretion system tube protein Hcp [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_037152355.1.fna	JBBCMJ010000003.1	137832	138734	+	(lpxC)	1-903/903	========/======	2/2	99.89	80.09	VFG037822(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_037152355.1.fna	JBBCMJ010000005.1	161726	162262	-	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_037152355.1.fna	JBBCMJ010000005.1	162684	163067	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_037152355.1.fna	JBBCMJ010000005.1	182270	183291	-	(ompA)	1-1037/1062	========/======	7/17	96.14	84.59	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_037152355.1.fna	JBBCMJ010000007.1	67719	68428	+	(bfmR)	1-710/717	===============	0/0	99.02	85.21	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_037152355.1.fna	JBBCMJ010000009.1	35488	36978	+	(BJAB07104_RS00480)	28-1518/1518	========/======	9/22	97.50	81.22	VFG037915(gb|WP_000711197)	oligosaccharide	flippase family protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB07104]	
GCA_037152355.1.fna	JBBCMJ010000009.1	37938	38948	+	(BJAB07104_RS00490)	1-1011/1011	===============	0/0	100.00	87.44	VFG037945(gb|WP_000961495)	glycosyltransferase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB07104]	
GCA_037152355.1.fna	JBBCMJ010000009.1	40210	41001	+	(BJAB07104_RS00500)	1-792/792	========/======	4/4	99.75	86.27	VFG037975(gb|WP_000567619)	glycosyltransferase	family 2 protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB07104]	
GCA_037152355.1.fna	JBBCMJ010000009.1	41007	42347	+	(BJAB07104_RS00505)	1-1341/1341	===============	0/0	100.00	85.91	VFG037990(gb|WP_000705810)	UDP-glucose/GDP-mannose	dehydrogenase family protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB07104]	
GCA_037152355.1.fna	JBBCMJ010000009.1	43635	44212	+	(ABAYE_RS18890)	7-584/615	===============	0/0	93.98	82.18	VFG037974(gb|WP_000919783)	sugar	transferase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AYE]	
GCA_037152355.1.fna	JBBCMJ010000009.1	44989	46134	+	(ABBFA_RS17125)	1-1146/1176	===============	0/0	97.45	80.02	VFG037926(gb|WP_000935238)	DegT/DnrJ/EryC1/StrS	aminotransferase family protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_037152355.1.fna	JBBCMJ010000009.1	54030	55379	-	(ABBFA_RS17100)	13-1362/1371	===============	0/0	98.47	80.52	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_037443295.1.fna	JBBIOP010000004.1	101821	102886	+	(pilT)	3-1068/1068	========/======	2/2	99.72	84.25	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_037443295.1.fna	JBBIOP010000007.1	44133	45035	-	(lpxC)	1-903/903	========/======	2/2	99.89	80.20	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_037443295.1.fna	JBBIOP010000010.1	20379	21088	-	(bfmR)	1-710/717	===============	0/0	99.02	85.49	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_037443295.1.fna	JBBIOP010000031.1	15550	16601	-	(ompA)	1-1046/1071	========/======	5/24	96.83	86.52	VFG038176(gb|WP_000777882)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_037443295.1.fna	JBBIOP010000061.1	9429	9965	-	(pilI)	1-537/537	========/======	2/2	99.81	80.11	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_037443295.1.fna	JBBIOP010000061.1	10387	10770	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_037478175.1.fna	JBBHDZ010000003.1	47693	48118	-	(ABZJ_RS06215)	1-426/429	========/======	2/2	99.07	81.73	VFG037860(gb|WP_014466000)	low	molecular weight phosphotyrosine protein phosphatase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii MDR-ZJ06]	
GCA_037478175.1.fna	JBBHDZ010000003.1	67898	69249	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.29	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_037478175.1.fna	JBBHDZ010000008.1	538	921	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_037478175.1.fna	JBBHDZ010000008.1	1343	1879	+	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_037478175.1.fna	JBBHDZ010000009.1	22556	23621	-	(pilT)	3-1068/1068	========/======	2/2	99.72	84.07	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_037478175.1.fna	JBBHDZ010000017.1	26141	26850	+	(bfmR)	1-710/717	===============	0/0	99.02	85.78	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_037478175.1.fna	JBBHDZ010000019.1	6671	7573	-	(lpxC)	1-903/903	========/======	2/2	99.89	80.20	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_037478175.1.fna	JBBHDZ010000037.1	12344	13395	+	(ompA)	1-1046/1071	========/======	5/24	96.83	86.24	VFG038176(gb|WP_000777882)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_037478175.1.fna	JBBHDZ010000056.1	2569	5895	-	(vgrG/tssI)	1-3327/3327	===============	0/0	100.00	86.72	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_037937475.1.fna	JBBMLE010000006.1	60624	61975	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.14	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_037937475.1.fna	JBBMLE010000007.1	62659	63692	+	(ompA)	1-1037/1062	========/======	4/15	96.80	88.11	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_037937475.1.fna	JBBMLE010000015.1	25230	25939	+	(bfmR)	1-710/717	===============	0/0	99.02	84.93	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_037937475.1.fna	JBBMLE010000049.1	4492	5557	-	(pilT)	3-1068/1068	========/======	2/2	99.72	84.16	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_037937475.1.fna	JBBMLE010000059.1	15533	18853	+	(vgrG/tssI)	1-3321/3321	===============	0/0	100.00	86.54	VFG050922(gb|WP_000898328.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_037937475.1.fna	JBBMLE010000086.1	229	612	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_037937475.1.fna	JBBMLE010000086.1	1034	1570	+	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_037937575.1.fna	JBBMLF010000003.1	62671	63704	+	(ompA)	1-1037/1062	========/======	4/15	96.80	88.11	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_037937575.1.fna	JBBMLF010000003.1	82911	83294	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_037937575.1.fna	JBBMLF010000003.1	83716	84252	+	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_037937575.1.fna	JBBMLF010000015.1	20188	20897	+	(bfmR)	1-710/717	===============	0/0	99.02	84.93	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_037937575.1.fna	JBBMLF010000030.1	12743	13808	-	(pilT)	3-1068/1068	========/======	2/2	99.72	84.16	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_037937575.1.fna	JBBMLF010000057.1	3112	6432	-	(vgrG/tssI)	1-3321/3321	===============	0/0	100.00	86.54	VFG050922(gb|WP_000898328.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_037937575.1.fna	JBBMLF010000068.1	8668	10019	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.14	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_038020615.1.fna	JAYXIB010000001.1	101384	102735	+	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.36	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_038020615.1.fna	JAYXIB010000003.1	131336	132387	+	(ompA)	1-1046/1071	========/======	5/24	96.83	86.24	VFG038176(gb|WP_000777882)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_038020615.1.fna	JAYXIB010000008.1	96766	97475	-	(bfmR)	1-710/717	===============	0/0	99.02	85.35	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_038020615.1.fna	JAYXIB010000013.1	33577	34479	-	(lpxC)	1-903/903	========/======	2/2	99.89	80.09	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_038020615.1.fna	JAYXIB010000020.1	49682	53008	+	(vgrG/tssI)	1-3327/3327	===============	0/0	100.00	86.41	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_038020615.1.fna	JAYXIB010000034.1	5904	6969	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_038020615.1.fna	JAYXIB010000054.1	3369	3752	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_038020615.1.fna	JAYXIB010000054.1	4174	4710	+	(pilI)	1-537/537	========/======	2/2	99.81	80.11	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_039715915.1.fna	JBDKZV010000001.1	310698	311600	-	(lpxC)	1-903/903	========/======	2/2	99.89	80.09	VFG037822(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_039715915.1.fna	JBDKZV010000001.1	353442	356756	-	(vgrG/tssI)	1-3315/3321	========/======	3/6	99.73	81.40	VFG050922(gb|WP_000898328.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_039715915.1.fna	JBDKZV010000002.1	306570	307073	-	(hcp/tssD)	1-504/504	===============	0/0	100.00	87.50	VFG051046(gb|WP_000653195.1)	type	VI secretion system tube protein Hcp [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_039715915.1.fna	JBDKZV010000002.1	307129	308550	-	(tssC)	61-1482/1482	===============	0/0	95.95	84.11	VFG051070(gb|WP_001066523.1)	type	VI secretion system contractile sheath large subunit [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ACICU]	
GCA_039715915.1.fna	JBDKZV010000002.1	354151	355216	+	(pilT)	3-1068/1068	========/======	2/2	99.72	84.16	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_039715915.1.fna	JBDKZV010000004.1	134236	135257	+	(ompA)	1-1037/1062	========/======	8/23	95.86	84.25	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_039715915.1.fna	JBDKZV010000004.1	154462	154845	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_039715915.1.fna	JBDKZV010000004.1	155267	155803	+	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_039715915.1.fna	JBDKZV010000005.1	61984	62693	+	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_039715915.1.fna	JBDKZV010000010.1	38392	39249	+	(A1S_0053)	1-858/858	===============	0/0	100.00	85.66	VFG037913(gb|YP_001083150)	MviM	protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ATCC 17978]	
GCA_039715915.1.fna	JBDKZV010000010.1	39246	39824	+	(A1S_0054)	1-579/579	===============	0/0	100.00	86.01	VFG037928(gb|YP_001083151)	WbbJ	protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ATCC 17978]	
GCA_039715915.1.fna	JBDKZV010000010.1	40027	40891	+	(A1S_0055)	1-865/879	========/======	3/6	98.07	84.91	VFG037943(gb|YP_001083152)	WecE	protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ATCC 17978]	
GCA_039715915.1.fna	JBDKZV010000010.1	50930	51517	+	(BJAB07104_RS00515)	1-588/615	===============	0/0	95.61	80.95	VFG038020(gb|WP_000595803)	sugar	transferase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB07104]	
GCA_039715915.1.fna	JBDKZV010000010.1	59382	60740	-	(AB57_RS00570)	13-1371/1371	========/======	2/2	99.05	81.47	VFG038170(gb|WP_000209955)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_039715955.1.fna	JBDKZX010000002.1	403148	403651	-	(hcp/tssD)	1-504/504	===============	0/0	100.00	87.50	VFG051046(gb|WP_000653195.1)	type	VI secretion system tube protein Hcp [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_039715955.1.fna	JBDKZX010000002.1	403707	405128	-	(tssC)	61-1482/1482	===============	0/0	95.95	84.04	VFG051070(gb|WP_001066523.1)	type	VI secretion system contractile sheath large subunit [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ACICU]	
GCA_039715955.1.fna	JBDKZX010000002.1	457126	458191	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.41	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_039715955.1.fna	JBDKZX010000003.1	178741	179762	+	(ompA)	1-1037/1062	========/======	8/23	95.86	84.25	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_039715955.1.fna	JBDKZX010000003.1	200687	201070	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_039715955.1.fna	JBDKZX010000003.1	201492	202028	+	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_039715955.1.fna	JBDKZX010000005.1	184186	185088	-	(lpxC)	1-903/903	========/======	2/2	99.89	80.20	VFG037822(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_039715955.1.fna	JBDKZX010000005.1	227253	230312	-	(vgrG/tssI)	1-3060/3327	==============.	0/0	91.97	82.35	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_039715955.1.fna	JBDKZX010000008.1	134429	135138	-	(bfmR)	1-710/717	===============	0/0	99.02	85.63	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_039715955.1.fna	JBDKZX010000009.1	48350	48933	+	(BJAB07104_RS00515)	1-584/615	===============	0/0	94.96	83.56	VFG038020(gb|WP_000595803)	sugar	transferase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB07104]	
GCA_039715955.1.fna	JBDKZX010000009.1	49640	50796	+	(ABBFA_RS17125)	1-1157/1176	========/======	2/2	98.30	80.31	VFG037926(gb|WP_000935238)	DegT/DnrJ/EryC1/StrS	aminotransferase family protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_039715955.1.fna	JBDKZX010000009.1	57733	59084	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.73	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_040067075.1.fna	JBEACC010000013.1	27420	27956	-	(pilI)	1-537/537	========/======	2/2	99.81	80.11	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_040067075.1.fna	JBEACC010000013.1	28378	28761	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_040067075.1.fna	JBEACC010000013.1	47950	48983	-	(ompA)	1-1037/1062	========/======	4/15	96.80	88.02	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_040067075.1.fna	JBEACC010000035.1	7733	8442	+	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_040067075.1.fna	JBEACC010000058.1	9042	10107	-	(pilT)	3-1068/1068	========/======	2/2	99.72	84.07	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_040067075.1.fna	JBEACC010000071.1	339	1690	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.36	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_040067955.1.fna	JBEADL010000002.1	116574	117925	+	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.36	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_040067955.1.fna	JBEADL010000011.1	24071	25104	+	(ompA)	1-1037/1062	========/======	4/15	96.80	88.02	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_040067955.1.fna	JBEADL010000011.1	44293	44676	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_040067955.1.fna	JBEADL010000011.1	45098	45634	+	(pilI)	1-537/537	========/======	2/2	99.81	80.11	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_040067955.1.fna	JBEADL010000036.1	19331	20040	-	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_040067955.1.fna	JBEADL010000061.1	6062	7127	+	(pilT)	3-1068/1068	========/======	2/2	99.72	84.07	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_040067995.1.fna	JBEADM010000011.1	78091	81150	+	(vgrG/tssI)	1-3060/3327	==============.	0/0	91.97	82.94	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_040067995.1.fna	JBEADM010000012.1	60443	61152	+	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_040067995.1.fna	JBEADM010000014.1	24525	25558	+	(ompA)	1-1037/1062	========/======	4/15	96.80	88.02	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_040067995.1.fna	JBEADM010000014.1	44747	45130	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_040067995.1.fna	JBEADM010000014.1	45552	46088	+	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_040067995.1.fna	JBEADM010000023.1	36009	37360	+	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.21	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_040067995.1.fna	JBEADM010000034.1	6082	7147	+	(pilT)	3-1068/1068	========/======	2/2	99.72	84.07	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
